
Organizers 	 O
. 	 O

The 	 O
price 	 O
of 	 O
oil 	 O
hit 	 O
another 	 O
new 	 O
record 	 O
Friday 	 O
- 	 O
$ 	 O
147 	 O
a 	 O
barrel 	 O
. 	 O
U.S. 	 COU
airlines 	 ORG
are 	 O
lightening 	 O
their 	 O
loads 	 O
by 	 O
cutting 	 O
back 	 O
on 	 O
luxuries 	 O
that 	 O
weigh 	 O
down 	 O
airplanes 	 O
. 	 O
Meanwhile 	 O
, 	 O
the 	 O
U.S. 	 ORG
Congress 	 ORG
is 	 O
considering 	 O
proposed 	 O
laws 	 O
that 	 O
some 	 O
say 	 O
would 	 O
help 	 O
stabilize 	 O
the 	 O
price 	 O
of 	 O
oil 	 O
. 	 O
VOA 	 ORG
's 	 O
Carolyn 	 PER
Presutti 	 PER
reports 	 O
. 	 O

A 	 O
suspected 	 O
U.S. 	 COU
missile 	 O
strike 	 O
has 	 O
killed 	 O
two 	 O
people 	 O
in 	 O
Pakistan 	 COU
's 	 O
North 	 O
Waziristan 	 O
tribal 	 O
region 	 O
. 	 O
Pakistani 	 O
intelligence 	 O
officials 	 O
say 	 O
the 	 O
strike 	 O
Saturday 	 O
hit 	 O
a 	 O
house 	 O
near 	 O
the 	 O
region 	 O
's 	 O
main 	 O
town 	 O
of 	 O
Miran 	 CIT
Shah 	 CIT
. 	 O
The 	 ORG
Pakistani 	 ORG
government 	 ORG
has 	 O
strongly 	 O
condemned 	 O
the 	 O
suspected 	 O
U.S. 	 COU
strikes 	 O
in 	 O
the 	 O
country 	 O
, 	 O
saying 	 O
they 	 O
undermine 	 O
Pakistan 	 COU
's 	 O
counter-terrorism 	 O
efforts 	 O
. 	 O
Pakistan 	 COU
's 	 O
defense 	 O
minister 	 O
, 	 O
Ahmed 	 PER
Mukhtar 	 PER
, 	 O
says 	 O
officials 	 O
will 	 O
meet 	 O
in 	 O
early 	 O
December 	 O
to 	 O
discuss 	 O
the 	 O
strikes 	 O
, 	 O
which 	 O
allegedly 	 O
are 	 O
carried 	 O
out 	 O
by 	 O
unmanned 	 O
( 	 O
drone 	 O
) 	 O
U.S. 	 COU
aircraft 	 O
. 	 O

Turkish 	 O
authorities 	 O
say 	 O
20 	 O
people 	 O
have 	 O
been 	 O
wounded 	 O
in 	 O
a 	 O
bomb 	 O
blast 	 O
at 	 O
a 	 O
resort 	 O
in 	 O
western 	 O
Turkey 	 COU
. 	 O
The 	 O
explosion 	 O
occurred 	 O
Sunday 	 O
in 	 O
the 	 O
Aegean 	 O
coastal 	 O
town 	 O
Cesme 	 CIT
, 	 O
a 	 O
popular 	 O
tourist 	 O
destination 	 O
near 	 O
the 	 O
port 	 O
city 	 O
of 	 O
Izmir 	 CIT
. 	 O
There 	 O
has 	 O
been 	 O
no 	 O
claim 	 O
of 	 O
responsibility 	 O
for 	 O
the 	 O
blast 	 O
. 	 O
The 	 O
regional 	 O
governor 	 O
said 	 O
two 	 O
foreigners 	 O
were 	 O
among 	 O
the 	 O
injured 	 O
, 	 O
but 	 O
did 	 O
not 	 O
identify 	 O
their 	 O
nationalities 	 O
. 	 O
In 	 O
April 	 O
, 	 O
a 	 O
bomb 	 O
attack 	 O
in 	 O
the 	 O
nearby 	 O
resort 	 O
town 	 O
Ksusadasi 	 CIT
left 	 O
a 	 O
police 	 O
officer 	 O
dead 	 O
. 	 O
A 	 O
Kurdish 	 O
separatist 	 O
group 	 O
claimed 	 O
responsibility 	 O
for 	 O
that 	 O
blast 	 O
. 	 O

But 	 O
the 	 O
industry 	 O
got 	 O
its 	 O
start 	 O
in 	 O
cornfields 	 O
next 	 O
door 	 O
Henry 	 PER
Ford 	 PER
could 	 O
easily 	 O
have 	 O
started 	 O
his 	 O
assembly-line 	 O
operation 	 O
in 	 O
the 	 O
Hoosier 	 O
State 	 O
, 	 O
too 	 O
, 	 O
but 	 O
he 	 O
was 	 O
a 	 O
Michigan 	 O
man 	 O
, 	 O
and 	 O
Detroit 	 CIT
was 	 O
right 	 O
on 	 O
Lake 	 NAT
Erie 	 NAT
, 	 O
whose 	 O
shipping 	 O
lanes 	 O
provided 	 O
easy 	 O
access 	 O
to 	 O
iron 	 O
ore 	 O
and 	 O
other 	 O
industrial 	 O
ingredients 	 O
. 	 O
Little 	 ORG
Indiana 	 ORG
auto 	 ORG
companies 	 ORG
could 	 O
n't 	 O
compete 	 O
, 	 O
and 	 O
so 	 O
we 	 O
came 	 O
to 	 O
associate 	 O
Indiana 	 O
with 	 O
cows 	 ANI
, 	 O
not 	 O
cars 	 O
. 	 O

Superstar 	 PER
Will 	 PER
Smith 	 PER
is 	 O
enjoying 	 O
his 	 O
latest 	 O
success 	 O
with 	 O
the 	 O
new 	 O
film 	 O
Hitch 	 ENT
. 	 O
Since 	 O
the 	 O
movie 	 O
opened 	 O
over 	 O
four 	 O
weeks 	 O
ago 	 O
it 	 O
has 	 O
earned 	 O
almost 	 O
$ 	 O
200 	 O
million 	 O
( 	 O
US 	 O
) 	 O
. 	 O
Will 	 PER
plays 	 O
a 	 O
Date 	 O
Doctor 	 PER
attempting 	 O
to 	 O
help 	 O
a 	 O
client 	 PER
through 	 O
the 	 O
problems 	 O
and 	 O
challenges 	 O
that 	 O
come 	 O
along 	 O
with 	 O
dating 	 O
. 	 O
Will 	 PER
has 	 O
a 	 O
new 	 O
album 	 O
coming 	 O
out 	 O
on 	 O
March 	 O
29 	 O
called 	 O
Lost 	 ENT
And 	 ENT
Found 	 ENT
. 	 O
Will 	 PER
Smith 	 PER
has 	 O
enjoyed 	 O
tremendous 	 O
success 	 O
as 	 O
an 	 O
actor 	 PER
and 	 O
singer 	 PER
since 	 O
his 	 O
musical 	 ENT
debut 	 O
in 	 O
1991 	 O
. 	 O

A 	 O
U.S. 	 COU
soldier 	 O
has 	 O
been 	 O
killed 	 O
and 	 O
four 	 O
others 	 O
wounded 	 O
in 	 O
a 	 O
bomb 	 O
attack 	 O
in 	 O
southeastern 	 O
Afghanistan 	 COU
. 	 O
The 	 O
U.S. 	 ORG
military 	 ORG
says 	 O
the 	 O
troops 	 O
were 	 O
conducting 	 O
security 	 O
operations 	 O
when 	 O
the 	 O
blast 	 O
occurred 	 O
Friday 	 O
in 	 O
Paktika 	 COU
province 	 COU
, 	 O
near 	 O
the 	 O
border 	 O
with 	 O
Pakistan 	 COU
. 	 O
American 	 COU
casualties 	 O
have 	 O
been 	 O
mounting 	 O
amid 	 O
a 	 O
major 	 O
upsurge 	 O
in 	 O
violence 	 O
across 	 O
Afghanistan 	 COU
ahead 	 O
of 	 O
legislative 	 O
elections 	 O
scheduled 	 O
on 	 O
September 	 O
18 	 O
. 	 O
